tournament_name,team_a,team_a_score,team_a_player_1,team_a_player_1_tuh,team_a_player_1_powers,team_a_player_1_gets,team_a_player_1_negs,team_a_player_2,team_a_player_2_tuh,team_a_player_2_powers,team_a_player_2_gets,team_a_player_2_negs,team_a_player_3,team_a_player_3_tuh,team_a_player_3_powers,team_a_player_3_gets,team_a_player_3_negs,team_a_player_4,team_a_player_4_tuh,team_a_player_4_powers,team_a_player_4_gets,team_a_player_4_negs,team_b,team_b_score,team_b_player_1,team_b_player_1_tuh,team_b_player_1_powers,team_b_player_1_gets,team_b_player_1_negs,team_b_player_2,team_b_player_2_tuh,team_b_player_2_powers,team_b_player_2_gets,team_b_player_2_negs,team_b_player_3,team_b_player_3_tuh,team_b_player_3_powers,team_b_player_3_gets,team_b_player_3_negs,team_b_player_4,team_b_player_4_tuh,team_b_player_4_powers,team_b_player_4_gets,team_b_player_4_negs
ARGOS,as rational as the square root of two power bottoms,195,Stefan Vlad,22,1,1,2,Maude-Sophie Lockman,22,0,3,0,Elijah Mandelbaum,22,0,1,0,Kunaal Chandrashekar,22,0,3,0,Moderator Can't Neg me While in Alpha,265,Yihong Chen,22,0,1,0,Aaron Dos Remedios,22,0,11,0,Joey Sun,22,0,1,1,None,0,0,0,0
ARGOS,Ryan Wesley Routh's 10 000 NATO-trained Afghan Quizbowlers,65,Ishan Joshi,22,0,3,2,Jack van Nostrand,22,0,0,1,Jason Rohfritsch,22,1,1,3,None,0,0,0,0,I'd prefer to have the team name be Christensen et al. than anything that Erik cooks up,315,Asha Basu,22,1,0,1,Erik Christensen,22,1,9,0,Kane Nguyen,22,1,2,1,None,0,0,0,0
ARGOS,Moderator Can't Neg me While in Alpha,105,Aaron Dos Remedios,22,0,3,1,Yihong Chen,22,0,0,1,Joey Sun,22,1,2,0,None,0,0,0,0,The Only Existing Manuscript from A Clockwork Orange,355,Jananan Arulseelan,22,1,1,0,Adil Haider,22,1,2,1,Adrian Wong,22,3,6,1,None,0,0,0,0
ARGOS,as rational as the square root of two power bottoms,95,Maude-Sophie Lockman,22,0,1,2,Kunaal Chandrashekar,22,1,1,0,Elijah Mandelbaum,22,0,1,0,Stefan Vlad,22,0,1,0,You cannot go to Aarhus to see his peat-brown head / With eyes like ripening fruit,350,Mattias Ehatamm,22,0,3,2,Jared He,22,0,2,0,Michael Du,22,0,4,0,Liam Kusalik,22,0,5,0
ARGOS,Communism is Soviet power plus the yassification of the whole country,145,Henry Atkins,22,1,3,1,Sheena Li,22,0,0,0,Kais Jessa,22,0,0,0,Colin Veevers,22,1,1,0,Simpson Agonistes: The Crisis of Donut,415,Sky Li,22,0,6,0,Gareth Thorlakson,22,1,1,0,Benjamin Chapman,22,2,2,1,Tony Chen,22,1,2,0
ARGOS,She Dicer On My Argonaute Till I RNA Interfere,75,Jason Zhang,22,0,1,0,Nameer Qadir,22,0,0,0,Raymond Chen,22,0,3,1,None,0,0,0,0,Tensei Shitara Flashcard Data Ken,335,Caleb Ott,22,1,7,0,Micah Colman,22,0,6,1,Rayton Lin,22,0,1,1,None,0,0,0,0
ARGOS,Tensei Shitara Flashcard Data Ken,310,Rayton Lin,22,0,2,0,Micah Colman,22,1,3,0,Caleb Ott,22,0,6,1,None,0,0,0,0,Simpson Agonistes: The Crisis of Donut,235,Gareth Thorlakson,22,0,2,0,Sky Li,22,1,2,2,Benjamin Chapman,22,0,0,2,Tony Chen,22,2,2,2
ARGOS,She Dicer On My Argonaute Till I RNA Interfere,70,Jason Zhang,22,0,1,0,Nameer Qadir,22,0,0,0,Raymond Chen,22,1,1,3,None,0,0,0,0,You cannot go to Aarhus to see his peat-brown head / With eyes like ripening fruit,405,Jared He,22,0,5,0,Liam Kusalik,22,0,3,1,Mattias Ehatamm,22,1,4,0,Michael Du,22,0,3,1
ARGOS,I'd prefer to have the team name be Christensen et al. than anything that Erik cooks up,290,Erik Christensen,22,2,5,3,Kane Nguyen,22,0,4,0,Asha Basu,22,0,2,1,None,0,0,0,0,Moderator Can't Neg me While in Alpha,120,Yihong Chen,22,1,3,1,Aaron Dos Remedios,22,0,0,0,Joey Sun,22,0,1,0,None,0,0,0,0
ARGOS,Ryan Wesley Routh's 10 000 NATO-trained Afghan Quizbowlers,60,Ishan Joshi,22,0,0,0,Jack van Nostrand,22,2,0,0,Jason Rohfritsch,22,0,1,2,None,0,0,0,0,Communism is Soviet power plus the yassification of the whole country,420,Henry Atkins,22,2,8,1,Sheena Li,22,0,0,1,Colin Veevers,22,0,4,0,Kais Jessa,22,0,1,2
ARGOS,as rational as the square root of two power bottoms,140,Maude-Sophie Lockman,22,0,1,0,Elijah Mandelbaum,22,0,0,0,Kunaal Chandrashekar,22,0,5,0,Stefan Vlad,22,0,1,0,The Only Existing Manuscript from A Clockwork Orange,240,Adil Haider,22,1,3,3,Adrian Wong,22,0,6,1,Jananan Arulseelan,22,0,0,1,None,0,0,0,0
ARGOS,The Only Existing Manuscript from A Clockwork Orange,160,Jananan Arulseelan,22,1,0,0,Adrian Wong,22,1,4,0,Adil Haider,22,1,0,3,None,0,0,0,0,I'd prefer to have the team name be Christensen et al. than anything that Erik cooks up,185,Asha Basu,22,0,0,0,Erik Christensen,22,3,1,1,Kane Nguyen,22,0,4,1,None,0,0,0,0
ARGOS,She Dicer On My Argonaute Till I RNA Interfere,70,Jason Zhang,22,0,1,0,Nameer Qadir,22,0,0,0,Raymond Chen,22,0,3,2,None,0,0,0,0,as rational as the square root of two power bottoms,210,Elijah Mandelbaum,22,1,2,0,Kunaal Chandrashekar,22,0,4,0,Maude-Sophie Lockman,22,0,1,1,Stefan Vlad,22,0,1,0
ARGOS,Simpson Agonistes: The Crisis of Donut,370,Sky Li,22,0,1,1,Gareth Thorlakson,22,1,2,0,Benjamin Chapman,22,2,4,1,Tony Chen,22,0,4,1,Ryan Wesley Routh's 10 000 NATO-trained Afghan Quizbowlers,60,Ishan Joshi,22,0,2,0,Jack van Nostrand,22,0,1,0,None,0,0,0,0,None,0,0,0,0
ARGOS,Tensei Shitara Flashcard Data Ken,230,Caleb Ott,22,1,2,2,Micah Colman,22,1,5,0,Rayton Lin,22,0,2,0,None,0,0,0,0,Moderator Can't Neg me While in Alpha,60,Yihong Chen,22,2,0,1,Aaron Dos Remedios,22,0,0,0,Joey Sun,22,0,1,1,None,0,0,0,0
ARGOS,Communism is Soviet power plus the yassification of the whole country,305,Kais Jessa,22,1,1,0,Colin Veevers,22,0,0,1,Sheena Li,22,0,1,0,Henry Atkins,22,2,6,1,You cannot go to Aarhus to see his peat-brown head / With eyes like ripening fruit,205,Liam Kusalik,22,1,2,0,Michael Du,22,2,1,1,Jared He,22,0,1,2,Mattias Ehatamm,22,1,0,0
ARGOS,I'd prefer to have the team name be Christensen et al. than anything that Erik cooks up,200,Erik Christensen,22,1,5,4,Kane Nguyen,22,0,0,1,Asha Basu,22,1,2,1,None,0,0,0,0,Tensei Shitara Flashcard Data Ken,230,Caleb Ott,22,0,6,1,Micah Colman,22,1,2,0,Rayton Lin,22,0,1,0,None,0,0,0,0
ARGOS,Communism is Soviet power plus the yassification of the whole country,210,Henry Atkins,22,1,5,1,Sheena Li,22,0,0,0,Kais Jessa,22,0,1,0,Colin Veevers,22,0,2,2,Simpson Agonistes: The Crisis of Donut,245,Sky Li,22,1,3,0,Gareth Thorlakson,22,0,1,0,Benjamin Chapman,22,0,3,1,Tony Chen,22,0,2,1
ARGOS,She Dicer On My Argonaute Till I RNA Interfere,190,Jason Zhang,22,0,4,0,Raymond Chen,22,0,6,0,Nameer Qadir,22,0,0,0,None,0,0,0,0,Ryan Wesley Routh's 10 000 NATO-trained Afghan Quizbowlers,175,Jack van Nostrand,22,0,4,0,Ishan Joshi,22,0,5,1,None,0,0,0,0,None,0,0,0,0
ARGOS,Moderator Can't Neg me While in Alpha,105,Joey Sun,22,0,3,3,Yihong Chen,22,0,3,0,None,0,0,0,0,None,0,0,0,0,as rational as the square root of two power bottoms,280,Elijah Mandelbaum,22,1,1,0,Kunaal Chandrashekar,22,0,8,1,Maude-Sophie Lockman,22,0,1,1,Stefan Vlad,22,0,2,1
ARGOS,The Only Existing Manuscript from A Clockwork Orange,95,Adil Haider,22,0,0,2,Adrian Wong,22,1,4,3,Jananan Arulseelan,22,0,0,1,None,0,0,0,0,You cannot go to Aarhus to see his peat-brown head / With eyes like ripening fruit,360,Mattias Ehatamm,22,1,4,0,Michael Du,22,0,4,1,Jared He,22,0,2,0,Liam Kusalik,22,0,2,0
COOT 2023,Erik & Co.,240,Ishan Joshi,20,0,1,0,Erik Christensen,20,1,3,2,Colin Veevers,20,1,2,0,Caleb Ott,20,0,0,0,Nestlé A,295,Tony Chen,20,0,2,1,Russell Nip,20,0,1,0,Gareth Thorlakson,20,1,5,1,Benjamin Chapman,20,0,1,0
COOT 2023,Morrisburg Mavericks,210,Nicolas Edwards,20,0,1,0,Milan Fernandez,20,1,1,1,Michael Du,20,0,3,0,Kais Jessa,20,1,0,1,We Shall Touch Grass But Have Our Bomb,425,Taylor Harvey,20,1,4,0,Leo Law,20,0,0,0,Chandler West,20,0,0,1,Aseem Keyal,20,5,3,0
COOT 2023,Carleton and Ottawa Open Team,295,Kevin Anderson,20,0,0,0,James Wang,20,0,2,1,Gareth Adamson,20,0,0,0,Adrian Wong,20,1,8,1,Waterloo A,235,Micah Colman,20,0,2,0,Mattias Ehatamm,20,1,2,3,Liam Kusalik,20,0,3,0,Jared He,20,0,1,1
COOT 2023,Toronto of Time,100,Parth Jagtap,20,0,0,1,Jesse Ward-Bond,20,0,1,1,Jason Zhang,20,0,2,0,Albert Li,20,0,1,0,Sample Text,520,Nick Jensen,20,4,8,0,Michael Coates,20,1,1,0,Manas Sarma,20,0,0,0,Dan Ni,20,0,1,1
COOT 2023,Nestlé A,415,Tony Chen,20,1,1,1,Russell Nip,20,0,2,0,Gareth Thorlakson,20,1,1,1,Benjamin Chapman,20,0,7,1,Toronto of Time,160,Parth Jagtap,20,0,4,2,Jesse Ward-Bond,20,0,0,0,Jason Zhang,20,0,0,0,Albert Li,20,0,3,0
COOT 2023,Morrisburg Mavericks,370,Nicolas Edwards,20,0,3,0,Milan Fernandez,20,2,1,0,Michael Du,20,0,6,0,Kais Jessa,20,0,1,0,Erik & Co.,195,Ishan Joshi,20,0,0,0,Erik Christensen,20,1,3,1,Colin Veevers,20,0,2,0,Caleb Ott,20,1,0,0
COOT 2023,We Shall Touch Grass But Have Our Bomb,370,Taylor Harvey,20,3,4,0,Leo Law,20,0,0,0,Chandler West,20,0,0,0,Aseem Keyal,20,2,2,1,Waterloo A,320,Micah Colman,20,0,2,0,Mattias Ehatamm,20,1,2,0,Liam Kusalik,20,1,2,0,Jared He,20,0,1,0
COOT 2023,Sample Text,495,Nick Jensen,20,4,4,1,Michael Coates,20,0,2,0,Manas Sarma,20,0,0,0,Dan Ni,20,1,3,1,Carleton and Ottawa Open Team,130,Kevin Anderson,20,0,0,0,James Wang,20,0,1,1,Gareth Adamson,20,1,0,0,Adrian Wong,20,1,2,1
COOT 2023,Toronto of Time,270,Parth Jagtap,20,1,2,2,Jesse Ward-Bond,20,0,1,0,Jason Zhang,20,0,2,0,Albert Li,20,0,4,1,Erik & Co.,290,Ishan Joshi,20,0,1,1,Erik Christensen,20,0,5,0,Colin Veevers,20,0,3,0,Caleb Ott,20,1,0,0
COOT 2023,Morrisburg Mavericks,115,Nicolas Edwards,20,0,1,0,Milan Fernandez,20,0,1,2,Michael Du,20,0,0,1,Kais Jessa,20,0,2,0,Waterloo A,475,Micah Colman,20,0,4,0,Mattias Ehatamm,20,0,4,0,Liam Kusalik,20,1,5,0,Jared He,20,0,2,0
COOT 2023,We Shall Touch Grass But Have Our Bomb,335,Taylor Harvey,20,1,2,0,Leo Law,20,0,1,0,Chandler West,20,0,1,0,Aseem Keyal,20,4,1,2,Sample Text,400,Nick Jensen,20,5,2,0,Michael Coates,20,0,2,0,Manas Sarma,20,0,0,0,Dan Ni,20,1,0,0
COOT 2023,Carleton and Ottawa Open Team,210,Kevin Anderson,20,0,1,0,James Wang,20,0,0,0,Gareth Adamson,20,0,1,0,Adrian Wong,20,0,5,0,Nestlé A,410,Tony Chen,20,1,2,0,Russell Nip,20,0,1,0,Gareth Thorlakson,20,2,3,1,Benjamin Chapman,20,0,4,2
COOT 2023,Erik & Co.,350,Ishan Joshi,20,1,2,2,Erik Christensen,20,1,0,1,Colin Veevers,20,2,3,0,Caleb Ott,20,0,3,1,Carleton and Ottawa Open Team,145,Kevin Anderson,20,0,0,0,James Wang,20,0,0,0,Gareth Adamson,20,1,0,0,Adrian Wong,20,0,5,0
COOT 2023,Waterloo A,285,Micah Colman,20,0,0,0,Mattias Ehatamm,20,0,5,0,Liam Kusalik,20,0,2,0,Jared He,20,0,3,1,Sample Text,320,Nick Jensen,20,2,4,0,Michael Coates,20,0,1,1,Manas Sarma,20,0,0,0,Dan Ni,20,1,1,0
COOT 2023,Morrisburg Mavericks,330,Nicolas Edwards,20,0,1,1,Milan Fernandez,20,2,2,1,Michael Du,20,1,2,0,Kais Jessa,20,0,3,1,Toronto of Time,260,Parth Jagtap,20,0,3,1,Jesse Ward-Bond,20,0,1,0,Jason Zhang,20,0,1,1,Albert Li,20,0,4,0
COOT 2023,Nestlé A,270,Tony Chen,20,1,0,0,Russell Nip,20,0,1,0,Gareth Thorlakson,20,1,4,3,Benjamin Chapman,20,1,1,2,We Shall Touch Grass But Have Our Bomb,315,Taylor Harvey,20,1,5,0,Leo Law,20,0,2,0,Chandler West,20,0,2,0,Aseem Keyal,20,0,1,0
COOT 2023,Carleton and Ottawa Open Team,175,Kevin Anderson,20,0,0,0,James Wang,20,0,0,0,Gareth Adamson,20,0,1,0,Adrian Wong,20,2,5,3,Toronto of Time,235,Parth Jagtap,20,1,6,1,Jesse Ward-Bond,20,0,0,1,Jason Zhang,20,0,1,0,Albert Li,20,0,2,0
COOT 2023,Morrisburg Mavericks,160,Nicolas Edwards,20,0,3,1,Milan Fernandez,20,1,0,2,Michael Du,20,0,2,0,Kais Jessa,20,0,1,0,Sample Text,375,Nick Jensen,20,0,8,3,Michael Coates,20,0,1,0,Manas Sarma,20,0,0,1,Dan Ni,20,0,4,1
COOT 2023,Waterloo A,195,Micah Colman,20,0,2,1,Mattias Ehatamm,20,1,1,2,Liam Kusalik,20,0,3,1,Jared He,20,0,0,0,Nestlé A,295,Tony Chen,20,0,3,1,Russell Nip,20,0,0,0,Gareth Thorlakson,20,1,3,1,Benjamin Chapman,20,0,5,2
COOT 2023,We Shall Touch Grass But Have Our Bomb,475,Taylor Harvey,20,2,2,0,Leo Law,20,0,3,1,Chandler West,20,0,1,0,Aseem Keyal,20,3,4,1,Erik & Co.,110,Ishan Joshi,20,0,0,2,Erik Christensen,20,1,4,2,Colin Veevers,20,0,0,1,Caleb Ott,20,0,0,0
COOT 2023,Carleton and Ottawa Open Team,380,Kevin Anderson,20,0,3,0,James Wang,20,0,3,0,Gareth Adamson,20,0,1,0,Adrian Wong,20,0,7,0,Morrisburg Mavericks,85,Nicolas Edwards,20,0,1,1,Milan Fernandez,20,0,3,4,Michael Du,20,0,0,1,Kais Jessa,20,0,1,1
COOT 2023,Nestlé A,190,Tony Chen,20,0,3,0,Russell Nip,20,0,0,0,Gareth Thorlakson,20,0,2,2,Benjamin Chapman,20,1,2,3,Sample Text,300,Nick Jensen,20,0,6,4,Michael Coates,20,0,1,0,Manas Sarma,20,0,0,0,Dan Ni,20,1,3,1
COOT 2023,Erik & Co.,215,Ishan Joshi,20,0,1,1,Erik Christensen,20,0,3,1,Colin Veevers,20,1,1,0,Caleb Ott,20,0,2,0,Waterloo A,290,Micah Colman,20,0,2,0,Mattias Ehatamm,20,1,1,1,Liam Kusalik,20,1,3,0,Jared He,20,0,3,1
COOT 2023,Toronto of Time,225,Parth Jagtap,20,0,5,1,Jesse Ward-Bond,20,1,1,0,Jason Zhang,20,0,1,0,Albert Li,20,0,2,1,We Shall Touch Grass But Have Our Bomb,255,Taylor Harvey,20,1,3,2,Leo Law,20,0,0,0,Chandler West,20,0,0,1,Aseem Keyal,20,1,4,4
COOT 2023,We Shall Touch Grass But Have Our Bomb,310,Taylor Harvey,20,1,3,1,Leo Law,20,0,1,0,Chandler West,20,0,1,2,Aseem Keyal,20,1,3,1,Carleton and Ottawa Open Team,295,Kevin Anderson,20,1,0,0,James Wang,20,0,2,1,Gareth Adamson,20,0,0,0,Adrian Wong,20,2,5,1
COOT 2023,Nestlé A,300,Tony Chen,20,0,2,3,Russell Nip,20,0,0,1,Gareth Thorlakson,20,1,5,1,Benjamin Chapman,20,1,2,1,Morrisburg Mavericks,245,Nicolas Edwards,20,0,1,0,Milan Fernandez,20,1,3,2,Michael Du,20,0,2,0,Kais Jessa,20,0,2,0
COOT 2023,Sample Text,360,Nick Jensen,20,2,8,2,Michael Coates,20,0,0,0,Manas Sarma,20,0,0,0,Dan Ni,20,1,0,1,Erik & Co.,260,Ishan Joshi,20,0,1,0,Erik Christensen,20,1,3,1,Colin Veevers,20,0,2,0,Caleb Ott,20,0,2,0
COOT 2023,Waterloo A,255,Micah Colman,20,0,1,2,Mattias Ehatamm,20,1,2,0,Liam Kusalik,20,1,2,0,Jared He,20,1,1,2,Toronto of Time,235,Parth Jagtap,20,1,5,0,Jesse Ward-Bond,20,0,0,0,Jason Zhang,20,0,0,0,Albert Li,20,1,2,3
COOT 2023,Sample Text,455,Nick Jensen,20,2,8,0,Michael Coates,20,1,1,0,Dan Ni,20,2,1,2,None,0,0,0,0,Waterloo A,105,Micah Colman,20,0,0,0,Mattias Ehatamm,20,1,2,2,Liam Kusalik,20,0,1,0,Jared He,20,1,0,1
COOT 2023,We Shall Touch Grass But Have Our Bomb,380,Taylor Harvey,20,2,4,0,Leo Law,20,0,0,1,Chandler West,20,0,1,1,Aseem Keyal,20,3,3,1,Nestlé A,175,Tony Chen,20,1,2,2,Russell Nip,20,0,0,0,Gareth Thorlakson,20,0,3,0,Benjamin Chapman,20,0,1,0
COOT 2023,Carleton and Ottawa Open Team,210,Kevin Anderson,20,0,1,0,James Wang,20,0,4,0,Gareth Adamson,20,0,1,0,Adrian Wong,20,1,2,1,Erik & Co.,245,Ishan Joshi,20,0,1,0,Erik Christensen,20,2,4,3,Colin Veevers,20,0,0,2,Caleb Ott,20,1,2,1
COOT 2023,Morrisburg Mavericks,255,Nicolas Edwards,20,1,3,0,Milan Fernandez,20,1,3,3,Kais Jessa,20,1,3,1,None,0,0,0,0,Toronto of Time,145,Parth Jagtap,20,0,3,2,Jason Zhang,20,0,2,0,Albert Li,20,0,1,1,None,0,0,0,0
COOT 2023,We Shall Touch Grass But Have Our Bomb,325,Taylor Harvey,20,1,4,3,Leo Law,20,0,2,1,Chandler West,20,0,1,0,Aseem Keyal,20,2,0,0,Waterloo A,275,Micah Colman,20,0,2,1,Mattias Ehatamm,20,1,2,1,Liam Kusalik,20,0,2,1,Jared He,20,1,1,0
COOT 2023,Nestlé A,410,Tony Chen,20,1,1,0,Russell Nip,20,0,0,0,Gareth Thorlakson,20,0,4,0,Benjamin Chapman,20,1,7,0,Sample Text,185,Nick Jensen,20,1,3,2,Michael Coates,20,1,0,0,Manas Sarma,20,0,0,0,Dan Ni,20,0,1,1
COOT 2023,Morrisburg Mavericks,275,Nicolas Edwards,20,0,1,0,Milan Fernandez,20,1,3,2,Kais Jessa,20,0,4,0,None,0,0,0,0,Carleton and Ottawa Open Team,200,Kevin Anderson,20,0,1,0,James Wang,20,1,3,0,Adrian Wong,20,0,3,1,None,0,0,0,0
COOT 2023,Erik & Co.,330,Ishan Joshi,20,1,0,2,Erik Christensen,20,0,4,4,Colin Veevers,20,0,2,0,Caleb Ott,20,1,4,0,Toronto of Time,200,Parth Jagtap,20,1,2,0,Jason Zhang,20,0,1,0,Albert Li,20,0,3,1,None,0,0,0,0
COOT 2023,Sample Text,330,Nick Jensen,20,4,4,1,Michael Coates,20,0,2,0,Dan Ni,20,1,0,0,None,0,0,0,0,We Shall Touch Grass But Have Our Bomb,255,Taylor Harvey,20,1,2,0,Leo Law,20,1,1,0,Chandler West,20,0,0,0,Aseem Keyal,20,3,1,0
COOT 2023,Nestlé A,320,Tony Chen,20,0,3,1,Russell Nip,20,0,0,0,Gareth Thorlakson,20,0,4,1,Benjamin Chapman,20,3,2,1,Waterloo A,185,Micah Colman,20,0,2,0,Mattias Ehatamm,20,1,3,2,Liam Kusalik,20,1,0,0,Jared He,20,0,1,1
COOT 2023,Morrisburg Mavericks,165,Nicolas Edwards,20,1,1,0,Milan Fernandez,20,0,3,2,Kais Jessa,20,1,1,1,None,0,0,0,0,Erik & Co.,320,Ishan Joshi,20,1,0,1,Erik Christensen,20,1,2,2,Colin Veevers,20,0,5,0,Caleb Ott,20,1,2,0
COOT 2023,Carleton and Ottawa Open Team,260,Kevin Anderson,20,0,1,0,James Wang,20,0,2,0,Adrian Wong,20,1,6,3,None,0,0,0,0,Toronto of Time,235,Parth Jagtap,20,1,4,1,Jason Zhang,20,0,2,0,Albert Li,20,0,3,1,None,0,0,0,0
UG Nats 2024,Glebe: Reloaded,335,Rowan Watchmaker,20,0,0,0,Micah Colman,20,3,2,0,Caleb Ott,20,2,5,2,None,0,0,0,0,Ishan Joshi,190,Stefan Vlad,20,2,0,0,Logan Mathis,20,0,3,0,Jesse Chusing,20,0,0,0,Ishan Joshi,20,0,3,0
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,380,Ryan Rosenberg,20,1,4,0,Ian Chow,20,2,1,0,Henry Atkins,20,3,1,2,Erik Christensen,20,0,1,0,Scrooby-Doo,155,Roan Dowling,20,0,4,0,Rayton Lin,20,1,0,0,Nicholas Hash,20,0,0,0,Andrew McCowan,20,1,0,1
UG Nats 2024,Cavalleria Rizzticana/Pogliacci,240,Rahim Dina,20,0,1,0,Parth Jagtap,20,1,2,1,Jason Zhang,20,0,4,0,Albert Li,20,1,1,1,"NJ TRANSit (and bobby, i guess)",280,Sky Hong,20,0,1,1,Robert Wang,16,1,2,1,Hazel DePriest-Sullivan,20,3,3,0,Fierro Grey,20,0,0,0
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",480,Tony Chen,20,2,0,0,Gareth Thorlakson,20,3,2,0,Benjamin Chapman,20,1,4,1,Andrew Zeng,20,3,1,2,QBC,60,Russell Nip,20,1,0,0,Matthew Wang,20,0,1,0,John Chen,20,0,0,1,Erin Chen,20,0,0,0
UG Nats 2024,"15, Corruption and Lies",550,Vincent Du,20,4,4,0,Michael Coates,20,0,4,0,Kevin Ye,20,0,0,0,Henry Goff,20,2,4,0,Ishan Al Gaib Fan Club,30,Kane Nguyen,20,1,1,3,None,0,0,0,0,None,0,0,0,0,None,0,0,0,0
UG Nats 2024,The Power Brokers (Of Robert Caro Fame),145,Stuart Chandler-Baas,20,1,0,1,Kevin Le,20,0,3,0,Kevin Anderson,20,0,0,0,Christopher Komban Subhas,20,1,0,0,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,445,Michael Du,20,1,2,0,Mattias Ehatamm,20,2,2,1,Liam Kusalik,20,0,4,0,Jared He,20,1,2,0
UG Nats 2024,A Streetcar Named Spadina,170,Yihong Chen,20,0,1,0,Raymond Chen,20,1,4,0,Joey Sun,20,0,1,1,Franklin Wu,20,0,0,0,"Thompson, Faeder & Danko",370,Robin Danko,20,1,1,0,Conor Thompson,20,4,4,0,Ariel Faeder,20,0,3,1,None,0,0,0,0
UG Nats 2024,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,310,Mitch McCullar,20,2,1,0,Arya Karthik,20,3,0,4,Amogh Kulkarni,20,2,1,1,None,0,0,0,0,Green's f(n),285,Michael Hunding,20,0,2,0,Gavin Markoff,20,0,1,0,Arjun Kala,20,1,1,0,Akshar Goyal,20,2,4,0
UG Nats 2024,"NJ TRANSit (and bobby, i guess)",115,Sky Hong,20,1,0,1,Robert Wang,20,0,1,1,Hazel DePriest-Sullivan,20,1,1,4,Fierro Grey,20,1,0,0,Scrooby-Doo,315,Roan Dowling,20,4,4,0,Rayton Lin,20,0,1,1,Nicholas Hash,20,0,0,0,Andrew McCowan,20,0,4,0
UG Nats 2024,QBC,210,Russell Nip,20,1,1,0,Matthew Wang,20,1,2,1,John Chen,20,0,3,3,Erin Chen,20,0,1,0,Ishan Joshi,190,Stefan Vlad,20,0,2,1,Logan Mathis,20,0,5,0,Jesse Chusing,20,0,0,1,Ishan Joshi,20,0,3,2
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",225,Tony Chen,20,1,2,1,Gareth Thorlakson,20,0,2,2,Benjamin Chapman,20,1,1,2,None,0,0,0,0,Glebe: Reloaded,370,Willow Paraskevas,20,0,0,0,Rowan Watchmaker,20,1,0,0,Micah Colman,20,1,5,1,Caleb Ott,20,1,5,0
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,400,Ryan Rosenberg,20,0,2,3,Ian Chow,20,0,3,0,Henry Atkins,20,1,5,0,Erik Christensen,20,0,4,2,Cavalleria Rizzticana/Pogliacci,60,Rahim Dina,20,0,0,0,Parth Jagtap,20,1,1,3,Jason Zhang,20,0,0,1,Albert Li,20,0,1,3
UG Nats 2024,"Thompson, Faeder & Danko",275,Robin Danko,20,0,1,1,Conor Thompson,20,2,2,1,Ariel Faeder,20,2,2,3,None,0,0,0,0,The Power Brokers (Of Robert Caro Fame),280,Stuart Chandler-Baas,20,0,0,0,Kevin Le,20,1,5,0,Kevin Anderson,20,0,3,0,Christopher Komban Subhas,20,1,0,0
UG Nats 2024,Green's f(n),360,Michael Hunding,20,1,2,1,Gavin Markoff,20,0,2,0,Arjun Kala,20,0,7,1,Akshar Goyal,20,1,1,2,Ishan Al Gaib Fan Club,95,Kane Nguyen,20,1,5,2,None,0,0,0,0,None,0,0,0,0,None,0,0,0,0
UG Nats 2024,References to 'References to Salvador Dali Make Me Hot' Make Me Hot,385,Mitch McCullar,20,1,0,0,Arya Karthik,20,1,2,1,Amogh Kulkarni,20,3,5,1,None,0,0,0,0,"15, Corruption and Lies",260,Vincent Du,20,2,1,0,Michael Coates,20,0,1,1,Kevin Ye,20,0,1,0,Henry Goff,20,1,2,0
UG Nats 2024,if any waterloo player claims to be washed im gonna lose it - Henry Atkins,375,Michael Du,20,0,4,0,Mattias Ehatamm,20,0,4,0,Liam Kusalik,20,1,2,0,Jared He,20,0,2,0,A Streetcar Named Spadina,160,Yihong Chen,20,0,2,0,Raymond Chen,20,1,3,1,Joey Sun,20,1,0,1,Franklin Wu,20,0,0,0
UG Nats 2024,the best part of Moby-Dick was when he said IT'S BULKIN' TIME and Bulked all over those guys,430,Ryan Rosenberg,20,1,1,1,Ian Chow,20,0,2,0,Henry Atkins,20,1,6,1,Erik Christensen,20,2,1,0,QBC,145,Russell Nip,20,0,0,1,Matthew Wang,20,0,2,0,John Chen,20,1,2,1,Erin Chen,20,0,1,0
UG Nats 2024,"Zoo-Wee Maman died today. Or yesterday maybe, I don’t know.",355,Tony Chen,20,1,4,0,Gareth Thorlakson,20,1,2,0,Benjamin Chapman,20,0,3,1,Andrew Zeng,20,0,0,0,"NJ TRANSit (and bobby, i guess)",190,Sky Hong,20,0,1,1,Robert Wang,20,2,4,0,Hazel DePriest-Sullivan,20,0,0,1,Fierro Grey,20,0,1,0
UG Nats 2024,Glebe: Reloaded,220,Willow Paraskevas,20,0,1,0,Rowan Watchmaker,20,0,0,0,Micah Colman,20,0,2,0,Caleb Ott,20,2,4,0,Scrooby-Doo,250,Roan Dowling,20,2,3,2,Rayton Lin,20,0,3,0,Nicholas Hash,20,0,1,0,Andrew McCowan,20,1,0,1
