tournament_name,team_a,team_a_score,team_a_player_1,team_a_player_1_tuh,team_a_player_1_powers,team_a_player_1_gets,team_a_player_1_negs,team_a_player_2,team_a_player_2_tuh,team_a_player_2_powers,team_a_player_2_gets,team_a_player_2_negs,team_a_player_3,team_a_player_3_tuh,team_a_player_3_powers,team_a_player_3_gets,team_a_player_3_negs,team_a_player_4,team_a_player_4_tuh,team_a_player_4_powers,team_a_player_4_gets,team_a_player_4_negs,team_b,team_b_score,team_b_player_1,team_b_player_1_tuh,team_b_player_1_powers,team_b_player_1_gets,team_b_player_1_negs,team_b_player_2,team_b_player_2_tuh,team_b_player_2_powers,team_b_player_2_gets,team_b_player_2_negs,team_b_player_3,team_b_player_3_tuh,team_b_player_3_powers,team_b_player_3_gets,team_b_player_3_negs,team_b_player_4,team_b_player_4_tuh,team_b_player_4_powers,team_b_player_4_gets,team_b_player_4_negs
PLAYTIME!,Toronto D,290,Abhi Nair,20,1,0,1,Amir Dolansky,20,1,8,0,Chris Wang,20,0,1,1,Victor Xu,20,0,1,0,Guelph,35,Elijah Mandelbaum,20,1,1,2,Monica Wang,20,0,1,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Toronto B,370,Benjamin Chapman,20,2,2,1,Gareth Thorlakson,20,3,2,0,Tony Chen,20,1,1,1,None,0,0,0,0,Toronto A,275,Ben Wismath,20,0,0,1,Jason Zhang,20,0,1,1,Kunaal Chandrashekar,20,1,0,0,Parth Jagtap,20,6,0,0
PLAYTIME!,Waterloo C,185,Dawson Teu,20,0,3,0,Jason Wang,20,0,0,1,Rayton Lin,20,1,3,2,Xavier Spano,20,0,2,1,Toronto E,165,Athan Juritsch,20,0,4,1,James Fan,20,0,3,0,Jason Panusopone,20,0,0,0,Liam Austin,20,0,1,0
PLAYTIME!,McGill A,300,Asha Basu,20,2,1,0,Ava Butler,20,0,1,0,Luke Sloan,20,0,1,1,Nick Edwards,20,2,4,1,Toronto C,280,Franklin Wu,20,0,1,0,Joey Sun,20,1,2,0,Raymond Chen,20,2,1,2,Sky Li,20,1,1,0
PLAYTIME!,Toronto Metropolitan,105,Ishan Joshi,20,1,1,2,Jack van Nostrand,20,0,3,2,None,0,0,0,0,None,0,0,0,0,Waterloo B,400,Caleb Ott,20,2,2,2,James Ah Yong,20,0,2,1,Micah Colman,20,1,6,0,None,0,0,0,0
PLAYTIME!,Ottawa A,150,Aedan Cooper,20,0,1,1,Anastacia Healey,20,0,0,0,Jesse Chusing,20,0,5,0,Stefan Vlad,20,1,0,2,McGill B,195,Charlie Ruff,20,0,0,1,Charlotte Bauer,20,0,1,1,Denali Tran-Le,20,1,2,0,Nabhaan Farooqi,20,0,6,0
PLAYTIME!,Waterloo A,455,Jared He,20,3,1,2,Liam Kusalik,20,4,3,0,Michael Du,20,1,2,1,None,0,0,0,0,Ottawa A,115,Aedan Cooper,20,0,0,0,Anastacia Healey,20,0,0,0,Jesse Chusing,20,0,2,0,Stefan Vlad,20,0,3,1
PLAYTIME!,Toronto Metropolitan,330,Ishan Joshi,20,2,3,3,Jack van Nostrand,20,0,9,1,None,0,0,0,0,None,0,0,0,0,Guelph,70,Elijah Mandelbaum,20,0,3,2,Monica Wang,20,0,1,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,McGill A,350,Asha Basu,20,0,3,0,Ava Butler,20,0,2,0,Luke Sloan,20,0,0,0,Nick Edwards,20,1,7,1,UBC,120,Joyann Hua,20,0,2,1,Tai Belke,20,1,3,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Simon Fraser,290,Dexter Hine,20,0,5,1,Kevin Ye,20,3,4,2,None,0,0,0,0,None,0,0,0,0,McGill B,215,Charlie Ruff,20,1,0,1,Charlotte Bauer,20,0,1,0,Denali Tran-Le,20,0,2,1,Nabhaan Farooqi,20,1,3,1
PLAYTIME!,Toronto C,505,Franklin Wu,20,0,2,0,Joey Sun,20,0,2,1,Raymond Chen,20,4,0,0,Sky Li,20,2,6,2,Mac A,80,Cranmer McGinn,20,0,0,0,Halee Carey,20,0,2,1,Seth Allen,20,0,0,0,Yusuf Baig,20,0,1,1
PLAYTIME!,Toronto B,340,Benjamin Chapman,20,1,3,2,Gareth Thorlakson,20,0,3,2,Tony Chen,20,2,3,1,None,0,0,0,0,Waterloo C,215,Dawson Teu,20,1,1,0,Jason Wang,20,1,1,0,Rayton Lin,20,0,2,1,Xavier Spano,20,0,2,0
PLAYTIME!,Toronto A,550,Ben Wismath,20,0,4,1,Jason Zhang,20,1,0,0,Kunaal Chandrashekar,20,2,4,0,Parth Jagtap,20,4,1,0,Toronto E,85,Athan Juritsch,20,0,3,0,James Fan,20,0,1,0,Jason Panusopone,20,0,0,1,Liam Austin,20,0,0,0
PLAYTIME!,Waterloo B,535,Micah Colman,20,2,4,0,Caleb Ott,20,6,3,1,James Ah Yong,20,1,1,1,None,0,0,0,0,Toronto D,60,Amir Dolansky,20,0,1,1,Abhi Nair,20,0,1,1,Chris Wang,20,0,0,1,Victor Xu,20,1,0,0
PLAYTIME!,Simon Fraser,310,Dexter Hine,20,1,2,0,Kevin Ye,20,2,6,3,None,0,0,0,0,None,0,0,0,0,Ottawa A,170,Aedan Cooper,20,0,0,0,Anastacia Healey,20,0,1,0,Jesse Chusing,20,1,3,0,Stefan Vlad,20,1,2,2
PLAYTIME!,McGill A,380,Asha Basu,20,1,2,0,Ava Butler,20,0,3,0,Luke Sloan,20,0,1,0,Nick Edwards,20,3,4,0,Mac A,135,Cranmer McGinn,20,0,1,0,Halee Carey,20,1,1,2,Seth Allen,20,1,2,1,Yusuf Baig,20,0,0,0
PLAYTIME!,Waterloo A,455,Jared He,20,1,7,0,Liam Kusalik,20,3,2,0,Michael Du,20,1,2,0,None,0,0,0,0,McGill B,90,Charlie Ruff,20,1,1,1,Charlotte Bauer,20,0,0,1,Denali Tran-Le,20,0,0,1,Nabhaan Farooqi,20,0,2,0
PLAYTIME!,Toronto B,465,Benjamin Chapman,20,2,4,1,Gareth Thorlakson,20,2,3,0,Tony Chen,20,0,4,4,None,0,0,0,0,Toronto E,95,Athan Juritsch,20,0,2,1,James Fan,20,0,0,0,Jason Panusopone,20,0,0,0,Liam Austin,20,0,3,0
PLAYTIME!,Toronto C,435,Franklin Wu,20,1,0,1,Joey Sun,20,1,4,1,Raymond Chen,20,2,2,0,Sky Li,20,2,2,3,UBC,130,Tai Belke,20,0,2,0,Joyann Hua,20,0,4,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Guelph,115,Elijah Mandelbaum,20,1,4,0,Monica Wang,20,0,0,0,None,0,0,0,0,None,0,0,0,0,Waterloo B,370,Caleb Ott,20,2,4,2,James Ah Yong,20,0,1,1,Micah Colman,20,4,2,1,None,0,0,0,0
PLAYTIME!,Toronto A,380,Ben Wismath,20,0,1,0,Jason Zhang,20,1,1,0,Kunaal Chandrashekar,20,2,0,0,Parth Jagtap,20,4,4,1,Waterloo C,155,Dawson Teu,20,0,1,0,Jason Wang,20,0,1,0,Rayton Lin,20,0,1,0,Xavier Spano,20,1,2,0
PLAYTIME!,Toronto Metropolitan,270,Jack van Nostrand,20,2,3,1,Ishan Joshi,20,3,2,2,None,0,0,0,0,None,0,0,0,0,Toronto D,185,Abhi Nair,20,0,1,0,Amir Dolansky,20,1,4,3,Chris Wang,20,0,2,1,Victor Xu,20,0,1,0
PLAYTIME!,Toronto C,250,Franklin Wu,20,0,1,0,Joey Sun,20,0,0,0,Raymond Chen,20,0,2,1,Sky Li,20,1,5,2,Waterloo A,305,Jared He,20,0,5,1,Liam Kusalik,20,2,1,1,Michael Du,20,1,2,0,None,0,0,0,0
PLAYTIME!,Toronto E,185,Athan Juritsch,20,0,2,0,James Fan,20,0,5,1,Jason Panusopone,20,0,1,0,Liam Austin,20,0,0,0,Guelph,190,Elijah Mandelbaum,20,0,7,2,Monica Wang,20,0,3,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Toronto A,315,Ben Wismath,20,0,1,1,Jason Zhang,20,1,2,0,Kunaal Chandrashekar,20,0,1,0,Parth Jagtap,20,1,5,2,Toronto Metropolitan,180,Ishan Joshi,20,0,2,3,Jack van Nostrand,20,1,5,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,McGill A,230,Asha Basu,20,0,1,0,Ava Butler,20,0,0,1,Luke Sloan,20,0,0,0,Nick Edwards,20,2,7,1,Simon Fraser,265,Dexter Hine,20,0,1,2,Kevin Ye,20,3,6,2,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Waterloo C,220,Dawson Teu,20,0,2,1,Jason Wang,20,0,2,1,Rayton Lin,20,0,3,0,Xavier Spano,20,0,4,0,Toronto D,175,Abhi Nair,20,0,0,0,Amir Dolansky,20,1,6,3,Chris Wang,20,0,1,1,Victor Xu,20,0,1,0
PLAYTIME!,Toronto B,385,Benjamin Chapman,20,1,3,2,Gareth Thorlakson,20,2,2,2,Tony Chen,20,2,2,0,None,0,0,0,0,Waterloo B,255,Caleb Ott,20,1,4,1,James Ah Yong,17,0,1,1,Micah Colman,20,0,2,0,None,0,0,0,0
PLAYTIME!,Ottawa A,225,Aedan Cooper,20,0,1,0,Anastacia Healey,20,0,2,0,Jesse Chusing,20,0,3,0,Stefan Vlad,20,0,5,1,Mac A,100,Cranmer McGinn,20,0,0,0,Halee Carey,20,0,3,4,Seth Allen,20,0,1,2,Yusuf Baig,20,1,1,1
PLAYTIME!,UBC,205,Corwin Davidson,20,1,0,0,Joyann Hua,20,0,1,0,Parker Macdonald,20,0,0,0,Tai Belke,20,0,6,0,McGill B,260,Charlie Ruff,20,0,2,0,Denali Tran-Le,20,0,3,0,Ella Tang,20,0,1,0,Nabhaan Farooqi,20,0,5,2
PLAYTIME!,Toronto C,445,Franklin Wu,20,1,3,0,Joey Sun,20,0,1,0,Raymond Chen,20,2,3,1,Sky Li,20,0,6,1,Simon Fraser,90,Dexter Hine,20,0,1,1,Kevin Ye,20,1,2,2,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Guelph,15,Elijah Mandelbaum,20,0,2,3,Monica Wang,20,0,0,0,None,0,0,0,0,None,0,0,0,0,Waterloo C,520,Dawson Teu,20,0,1,0,Jason Wang,20,0,1,1,Rayton Lin,20,0,9,1,Xavier Spano,20,2,5,0
PLAYTIME!,McGill B,155,Charlie Ruff,20,0,1,1,Denali Tran-Le,20,0,1,0,Ella Tang,20,0,1,1,Nabhaan Farooqi,20,1,4,2,Mac A,275,Cranmer McGinn,20,0,1,0,Halee Carey,20,1,4,0,Seth Allen,20,0,1,0,Yusuf Baig,20,1,3,1
PLAYTIME!,Toronto B,515,Benjamin Chapman,20,3,1,2,Gareth Thorlakson,20,2,4,0,Tony Chen,20,1,4,1,None,0,0,0,0,Toronto Metropolitan,70,Ishan Joshi,20,0,0,3,Jack van Nostrand,20,2,1,1,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Waterloo A,340,Liam Kusalik,20,1,3,0,Jared He,20,0,4,1,Michael Du,20,1,2,1,None,0,0,0,0,McGill A,265,Asha Basu,20,0,3,1,Ava Butler,20,0,1,1,Luke Sloan,20,0,1,0,Nick Edwards,20,0,4,1
PLAYTIME!,Ottawa A,220,Aedan Cooper,20,0,4,0,Anastacia Healey,20,0,1,0,Jesse Chusing,20,0,1,0,Stefan Vlad,20,0,3,0,UBC,235,Corwin Davidson,20,1,2,0,Joyann Hua,20,1,2,0,Tai Belke,20,2,1,1,None,0,0,0,0
PLAYTIME!,Toronto D,235,Abhi Nair,20,0,0,2,Amir Dolansky,20,0,5,3,Chris Wang,20,0,5,0,Victor Xu,20,0,0,0,Toronto E,195,Athan Juritsch,20,0,5,2,James Fan,20,1,2,0,Jason Panusopone,20,0,0,0,Liam Austin,20,0,1,0
PLAYTIME!,Toronto A,290,Ben Wismath,20,2,1,1,Jason Zhang,20,0,1,0,Kunaal Chandrashekar,20,2,2,0,Parth Jagtap,20,1,1,2,Waterloo B,260,Caleb Ott,20,1,3,0,James Ah Yong,20,1,1,1,Micah Colman,20,0,3,1,None,0,0,0,0
PLAYTIME!,Waterloo A,570,Jared He,20,1,5,1,Liam Kusalik,20,2,4,0,Michael Du,20,2,3,0,None,0,0,0,0,Mac A,45,Cranmer McGinn,20,0,0,0,Halee Carey,20,0,0,0,Seth Allen,20,0,0,0,Yusuf Baig,20,1,1,2
PLAYTIME!,Toronto E,95,Athan Juritsch,20,0,5,1,James Fan,20,0,0,0,Jason Panusopone,20,0,0,0,Liam Austin,20,0,0,0,Toronto Metropolitan,280,Ishan Joshi,20,1,4,1,Jack van Nostrand,20,1,5,3,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Toronto B,620,Benjamin Chapman,20,1,3,2,Gareth Thorlakson,20,4,3,0,Tony Chen,20,3,4,0,None,0,0,0,0,Guelph,35,Elijah Mandelbaum,20,0,2,0,Monica Wang,20,0,0,1,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,McGill A,450,Asha Basu,20,0,4,1,Ava Butler,20,1,0,0,Luke Sloan,20,0,0,0,Nick Edwards,20,5,6,1,Ottawa A,60,Aedan Cooper,20,0,0,0,Anastacia Healey,20,0,0,0,Jesse Chusing,20,1,1,0,Stefan Vlad,20,0,0,1
PLAYTIME!,Toronto C,580,Franklin Wu,20,0,2,0,Joey Sun,20,2,2,0,Raymond Chen,20,4,0,0,Sky Li,20,2,6,0,McGill B,35,Charlie Ruff,20,0,1,2,Charlotte Bauer,20,0,0,0,Denali Tran-Le,20,0,0,0,Ella Tang,20,1,0,0
PLAYTIME!,Waterloo B,540,Caleb Ott,20,2,4,1,James Ah Yong,20,3,1,0,Micah Colman,20,4,2,0,None,0,0,0,0,Waterloo C,120,Dawson Teu,20,0,0,0,Jason Wang,20,0,0,0,Rayton Lin,20,1,2,0,Xavier Spano,20,1,0,0
PLAYTIME!,UBC,190,Corwin Davidson,20,0,1,0,Joyann Hua,20,1,2,0,Tai Belke,20,0,3,1,None,0,0,0,0,Simon Fraser,265,Dexter Hine,20,0,4,0,Kevin Ye,20,1,6,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Toronto A,360,Ben Wismath,20,0,0,0,Jason Zhang,20,1,1,0,Kunaal Chandrashekar,20,1,4,0,Parth Jagtap,20,0,5,2,Toronto D,205,Abhi Nair,20,0,0,0,Amir Dolansky,20,3,3,2,Chris Wang,20,1,0,0,Victor Xu,20,1,0,0
PLAYTIME!,Toronto D,220,Amir Dolansky,20,0,9,3,Chris Wang,20,0,1,1,Victor Xu,20,0,0,0,None,0,0,0,0,McGill B,165,Charlie Ruff,20,0,0,2,Denali Tran-Le,20,0,3,0,Ella Tang,20,0,1,0,Nabhaan Farooqi,20,0,4,3
PLAYTIME!,UBC,255,Corwin Davidson,20,0,0,0,Joyann Hua,20,0,5,0,Parker Macdonald,20,0,0,0,Tai Belke,20,0,6,1,Guelph,140,Elijah Mandelbaum,20,1,5,1,Monica Wang,20,0,1,0,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,McGill A,355,Asha Basu,20,1,2,2,Ava Butler,20,1,1,0,Luke Sloan,20,0,0,0,Nick Edwards,20,1,8,0,Waterloo C,140,Dawson Teu,20,0,0,0,Jason Wang,20,0,0,0,Rayton Lin,20,0,4,1,Xavier Spano,20,1,0,0
PLAYTIME!,Waterloo B,410,Caleb Ott,20,3,5,0,Micah Colman,20,1,5,2,None,0,0,0,0,None,0,0,0,0,Simon Fraser,115,Dexter Hine,20,1,2,0,Kevin Ye,20,1,1,3,None,0,0,0,0,None,0,0,0,0
PLAYTIME!,Ottawa A,255,Aedan Cooper,20,0,2,0,Anastacia Healey,20,0,1,0,Jesse Chusing,20,0,2,0,Stefan Vlad,20,1,6,2,Toronto E,85,Athan Juritsch,20,0,2,1,James Fan,20,0,1,0,Jason Panusopone,20,0,1,0,Liam Austin,20,0,1,0
PLAYTIME!,Toronto A,230,Ben Wismath,20,0,1,0,Jason Zhang,20,0,1,0,Kunaal Chandrashekar,20,0,1,0,Parth Jagtap,20,1,4,1,Waterloo A,340,Jared He,20,2,4,3,Liam Kusalik,20,1,3,1,Michael Du,20,1,1,0,None,0,0,0,0
PLAYTIME!,Toronto Metropolitan,240,Ishan Joshi,20,0,5,3,Jack van Nostrand,20,3,3,2,None,0,0,0,0,None,0,0,0,0,Mac A,190,Cranmer McGinn,20,0,1,0,Halee Carey,20,0,4,1,Seth Allen,20,0,0,0,Yusuf Baig,20,1,2,0
PLAYTIME!,Toronto B,205,Benjamin Chapman,20,2,3,1,Gareth Thorlakson,20,0,0,1,Tony Chen,20,1,0,0,None,0,0,0,0,Toronto C,450,Franklin Wu,20,0,0,0,Joey Sun,20,1,2,0,Raymond Chen,20,2,1,0,Sky Li,20,3,5,0
PLAYTIME!,Toronto Metropolitan,290,Ishan Joshi,20,0,7,2,Jack van Nostrand,20,1,4,1,None,0,0,0,0,None,0,0,0,0,McGill B,240,Charlie Ruff,20,0,1,1,Denali Tran-Le,20,2,0,0,Ella Tang,20,1,1,0,Nabhaan Farooqi,20,0,3,0
PLAYTIME!,Waterloo B,390,Caleb Ott,20,5,2,0,Micah Colman,20,3,1,0,None,0,0,0,0,None,0,0,0,0,McGill A,255,Asha Basu,20,1,2,0,Luke Sloan,20,0,0,0,Ava Butler,20,0,1,0,Nick Edwards,20,1,4,1
PLAYTIME!,Simon Fraser,265,Dexter Hine,20,0,2,1,Kevin Ye,20,1,8,3,None,0,0,0,0,None,0,0,0,0,Waterloo C,230,Dawson Teu,20,0,2,0,Jason Wang,20,0,1,0,Rayton Lin,20,0,6,0,None,0,0,0,0
PLAYTIME!,Guelph,90,Elijah Mandelbaum,20,0,4,0,Monica Wang,20,0,0,0,None,0,0,0,0,None,0,0,0,0,Ottawa A,310,Aedan Cooper,20,0,0,0,Anastacia Healey,20,0,1,0,Jesse Chusing,20,0,7,0,Stefan Vlad,20,1,4,1
PLAYTIME!,Toronto A,260,Ben Wismath,20,1,2,0,Jason Zhang,20,0,1,0,Kunaal Chandrashekar,20,1,1,1,Parth Jagtap,20,2,1,3,Toronto C,340,Franklin Wu,20,1,1,0,Joey Sun,20,0,1,1,Raymond Chen,20,0,1,1,Sky Li,20,1,6,0
PLAYTIME!,Toronto B,425,Benjamin Chapman,20,3,2,1,Gareth Thorlakson,20,0,4,0,Tony Chen,20,2,1,1,None,0,0,0,0,Waterloo A,280,Jared He,20,3,1,1,Liam Kusalik,20,3,0,0,Michael Du,20,0,1,1,None,0,0,0,0
PLAYTIME!,UBC,220,Joyann Hua,20,0,5,2,Tai Belke,20,0,4,2,None,0,0,0,0,None,0,0,0,0,Toronto E,195,Athan Juritsch,20,0,6,1,James Fan,20,0,1,0,Jason Panusopone,20,0,0,0,Liam Austin,20,0,2,0
PLAYTIME!,Toronto D,190,Amir Dolansky,20,1,6,4,Chris Wang,20,0,1,1,Victor Xu,20,0,1,0,None,0,0,0,0,Mac A,235,Cranmer McGinn,20,0,1,0,Halee Carey,20,0,3,1,Seth Allen,20,0,2,0,Yusuf Baig,20,0,3,2
PLAYTIME!,Toronto B,210,Benjamin Chapman,10,1,2,2,Gareth Thorlakson,10,1,2,0,Tony Chen,10,1,0,1,None,0,0,0,0,Waterloo A,100,Jared He,10,0,1,1,Liam Kusalik,10,0,0,0,Michael Du,10,1,1,0,None,0,0,0,0
PLAYTIME!,Toronto B,275,Benjamin Chapman,10,4,1,1,Gareth Thorlakson,10,2,0,1,Tony Chen,10,1,0,0,None,0,0,0,0,Toronto C,35,Franklin Wu,10,0,1,0,Joey Sun,10,0,0,0,Raymond Chen,10,0,0,1,Sky Li,10,0,1,0
ACF Fall 2024,Waterloo C,240,Ziv Bankey-Mohamdee (DII),20,0,1,0,Maya Vardag (DII),20,0,1,0,Mari Montoya (DII),20,0,4,0,Jason Wang (DII),20,0,4,0,McGill B,300,Larry Sun (DII),20,0,1,1,James Ferrabee (DII),20,0,5,1,Ava Butler (DII),20,0,3,1,Anthony Gagliano (UG),20,0,0,1
ACF Fall 2024,Carleton A,225,Valerie Brown (UG),20,0,2,0,Stuart Chandler-Baas (DII),20,0,5,1,Stefan Mihai (UG),20,0,0,0,Alden Thompson (DII),20,0,2,0,Toronto A,310,Victor Xu (DII),20,0,1,1,Chris Wang (DII),20,0,3,1,Amir Dolansky (DII),20,0,7,2,None,0,0,0,0
ACF Fall 2024,Toronto C,90,Zaire Gibbons (DII),20,0,1,1,Nicholas Kwan,20,0,0,1,Jesse Erwin (DII),20,0,3,2,Henry Siegler (DII),20,0,0,0,Waterloo A,450,Rayton Lin (UG),20,0,7,2,Jacob Bicol (UG),20,0,8,0,None,0,0,0,0,None,0,0,0,0
ACF Fall 2024,Waterloo B,50,Susanna Liao (DII),20,0,0,1,Nathan O'Leary (DII),20,0,0,1,Evan Chan (DII),20,0,2,0,Adrian O'Leary (DII),20,0,2,0,McGill A,445,James Wadsley (DII),20,0,7,1,Devito Stevanus (UG),20,0,0,0,Denali Tran-Le (DII),20,0,4,0,Charlotte Bauer (DII),20,0,3,2
ACF Fall 2024,Ottawa B,285,Sam Montgomery (UG),20,0,2,0,Natasha Ivanova (DII),20,0,0,1,Anastacia Healey (UG),20,0,5,0,Aedan Cooper (DII),20,0,3,0,Laurier A,185,Jordyn Anene (UG),20,0,2,0,James Ah Yong,20,0,7,3,None,0,0,0,0,None,0,0,0,0
ACF Fall 2024,McGill C,340,Luke Sloan (UG),20,0,9,0,Jennifer Zhu,20,0,1,1,Charlie Ruff (DII),20,0,4,1,None,0,0,0,0,McMaster C,110,Rohan Begg (DII),20,0,0,0,Lindsay Jackson (DII),20,0,1,0,Jack Longley (DII),20,0,1,0,Dilen Moodelly,20,0,3,2
ACF Fall 2024,Ottawa A,420,Sai Yarlagadda (UG),20,0,1,0,Jesse Chusing (UG),20,0,4,0,Ian Theysmeyer,20,0,9,2,Mackenzie McLaughlin (DII),20,0,0,0,Ottawa C,125,Sasha Thomas (DII),20,0,0,0,Jason Rohfritsch,20,0,3,2,Cole Patreau (DII),20,0,0,0,Abhay Ariyappillil (UG),20,0,2,1
ACF Fall 2024,Toronto B,235,Nameer Qadir (UG),20,0,1,0,James Xiao (DII),20,0,4,1,Frances Corban (UG),20,0,4,0,None,0,0,0,0,McMaster A,255,Seth Allen (DII),20,0,4,1,Robert McKinnon (UG),20,0,0,1,Halee Carey (UG),20,0,6,1,Connor McHugh (DII),20,0,0,0
ACF Fall 2024,Carleton A,225,Valerie Brown (UG),20,0,3,0,Stuart Chandler-Baas (DII),20,0,3,1,Stefan Mihai (UG),20,0,1,0,Alden Thompson (DII),20,0,2,0,McGill B,330,Larry Sun (DII),20,0,1,0,James Ferrabee (DII),20,0,4,2,Ava Butler (DII),20,0,5,0,Anthony Gagliano (UG),20,0,1,0
ACF Fall 2024,Waterloo C,250,Ziv Bankey-Mohamdee (DII),20,0,1,0,Maya Vardag (DII),20,0,0,0,Mari Montoya (DII),20,0,6,1,Jason Wang (DII),20,0,4,3,Guelph A,235,Rachel Wilding (UG),20,0,1,0,Ibraheem Alkrahgholy (UG),20,0,0,0,Elijah Mandelbaum (DII),20,0,7,3,Dylan Steptoe (DII),20,0,2,0
ACF Fall 2024,McGill A,290,James Wadsley (DII),20,0,2,2,Devito Stevanus (UG),20,0,3,1,Denali Tran-Le (DII),20,0,3,1,Charlotte Bauer (DII),20,0,2,0,Waterloo A,255,Rayton Lin (UG),20,0,3,1,Jacob Bicol (UG),20,0,6,0,None,0,0,0,0,None,0,0,0,0
ACF Fall 2024,McMaster B,270,Yusuf Baig (UG),20,0,12,2,Cranmer McGinn (UG),20,0,0,0,None,0,0,0,0,None,0,0,0,0,Toronto C,205,Zaire Gibbons (DII),20,0,1,0,Nicholas Kwan,20,0,5,1,Jesse Erwin (DII),20,0,0,1,Henry Siegler (DII),20,0,2,1
ACF Fall 2024,McMaster C,195,Rohan Begg (DII),20,0,0,0,Lindsay Jackson (DII),20,0,1,0,Jack Longley (DII),20,0,0,0,Dilen Moodelly,20,0,8,3,Laurier A,225,Jordyn Anene (UG),20,0,0,0,James Ah Yong,20,0,9,1,None,0,0,0,0,None,0,0,0,0
ACF Fall 2024,Ottawa B,250,Sam Montgomery (UG),20,0,2,0,Natasha Ivanova (DII),20,0,1,0,Anastacia Healey (UG),20,0,4,0,Aedan Cooper (DII),20,0,3,0,Queen's A,260,Sarah Khan,20,0,5,1,Nicholas Hash (UG),20,0,2,0,Brendan Bridle (DII),20,0,1,0,Angus Paterson,20,0,2,1
ACF Fall 2024,Ottawa A,255,Sai Yarlagadda (UG),20,0,1,0,Jesse Chusing (UG),20,0,3,3,Ian Theysmeyer,20,0,5,0,Mackenzie McLaughlin (DII),20,0,0,0,McMaster A,270,Seth Allen (DII),20,0,1,0,Robert McKinnon (UG),20,0,0,0,Halee Carey (UG),20,0,9,0,Connor McHugh (DII),20,0,0,0
ACF Fall 2024,McGill D,250,Uday Bhardwaj (DII),20,0,5,1,Nabhaan Farooqi,18,0,5,3,Gerrit Severeid (UG),20,0,1,0,None,0,0,0,0,Ottawa C,190,Sasha Thomas (DII),20,0,2,0,Jason Rohfritsch,20,0,3,1,Cole Patreau (DII),20,0,0,0,Abhay Ariyappillil (UG),20,0,3,1
ACF Fall 2024,Carleton A,150,Valerie Brown (UG),20,0,1,3,Stuart Chandler-Baas (DII),20,0,3,0,Stefan Mihai (UG),20,0,2,0,Alden Thompson (DII),20,0,1,1,Guelph A,375,Rachel Wilding (UG),20,0,0,0,Ibraheem Alkrahgholy (UG),20,0,2,0,Elijah Mandelbaum (DII),20,0,10,1,Dylan Steptoe (DII),20,0,1,0
ACF Fall 2024,Toronto A,270,Victor Xu (DII),20,0,1,0,Chris Wang (DII),20,0,0,2,Amir Dolansky (DII),20,0,8,2,None,0,0,0,0,McGill B,335,Larry Sun (DII),20,0,3,0,James Ferrabee (DII),20,0,5,1,Ava Butler (DII),20,0,1,0,Anthony Gagliano (UG),20,0,2,0
ACF Fall 2024,McGill A,385,James Wadsley (DII),20,0,7,0,Devito Stevanus (UG),20,0,2,0,Denali Tran-Le (DII),20,0,4,0,Charlotte Bauer (DII),20,0,2,1,McMaster B,105,Yusuf Baig (UG),20,0,5,5,Cranmer McGinn (UG),20,0,0,0,None,0,0,0,0,None,0,0,0,0
ACF Fall 2024,Waterloo A,300,Rayton Lin (UG),20,0,3,2,Jacob Bicol (UG),20,0,8,0,None,0,0,0,0,None,0,0,0,0,Waterloo B,240,Susanna Liao (DII),20,0,1,0,Nathan O'Leary (DII),20,0,1,0,Evan Chan (DII),20,0,3,0,Adrian O'Leary (DII),20,0,3,0
ACF Fall 2024,McMaster C,110,Rohan Begg (DII),20,0,0,0,Lindsay Jackson (DII),20,0,2,0,Jack Longley (DII),20,0,1,0,Dilen Moodelly,20,0,2,2,Queen's A,300,Sarah Khan,20,0,4,0,Nicholas Hash (UG),20,0,2,0,Brendan Bridle (DII),20,0,2,2,Angus Paterson,20,0,5,0
ACF Fall 2024,McGill C,365,Luke Sloan (UG),20,0,9,0,Jennifer Zhu,20,0,1,1,Charlie Ruff (DII),20,0,4,0,None,0,0,0,0,Laurier A,105,Jordyn Anene (UG),20,0,0,0,James Ah Yong,20,0,5,3,None,0,0,0,0,None,0,0,0,0
ACF Fall 2024,McGill D,230,Uday Bhardwaj (DII),20,0,3,0,Nabhaan Farooqi,20,0,2,0,Gerrit Severeid (UG),20,0,3,2,None,0,0,0,0,McMaster A,325,Seth Allen (DII),20,0,7,1,Robert McKinnon (UG),20,0,1,0,Halee Carey (UG),20,0,4,0,Connor McHugh (DII),20,0,0,0
